State,Message
mail,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done."
mail,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.
mail,May i call You later Pls
spam,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX"
mail,That's the way you should stay oh.
mail,Hello- thanx for taking that call. I got a job! Starts on monday!
mail,What time is ur flight tmr?
mail,When should I come over?
mail,I have a rather prominent bite mark on my right cheek
mail,* Will be september by then!
mail,Are you wet right now?
mail,And how's your husband.
spam,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx"
mail,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!
mail,Yeah. I got a list with only u and Joanna if I'm feeling really anti social
mail,I am in your office na.
mail,"\Are you comingdown later?\"""""
mail,Super da:)good replacement for murali
mail,Da is good good player.why he is unsold.
mail,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.
mail,Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!
spam,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV"
mail,I dont want to hear philosophy. Just say what happen
mail,You got job in wipro:)you will get every thing in life in 2 or 3 years.
mail,Then cant get da laptop? My matric card wif �_ lei...
mail,Dunno da next show aft 6 is 850. Toa payoh got 650.
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate "
mail,I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.
mail,They did't play one day last year know even though they have very good team.. Like india.
mail,K.:)you are the only girl waiting in reception ah?
mail,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
mail,I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.
mail,"Sir, i am waiting for your call."
mail,What's up. Do you want me to come online?
mail,"It could work, we'll reach a consensus at the next meeting"
mail,Aiyah then i wait lor. Then u entertain me. Hee...
mail,"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed."
mail,I'll let you know when it kicks in
mail,You call him now ok i said call him
mail,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.
mail,Or �_ go buy wif him then i meet �_ later can?
mail,Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*
mail,Today my system sh get ready.all is well and i am also in the deep well
mail,Mom wants to know where you at
mail,"Aight, I'll text you when I'm back"
mail,Dont know supports ass and srt i thnk. I think ps3 can play through usb too
mail,Oh ok i didnt know what you meant. Yep i am baby jontin
spam,You have WON a guaranteed �1000 cash or a �2000 prize.To claim yr prize call our customer service representative on
spam,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
mail,Watching tv now. I got new job :)
mail,This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again!
mail,I AM AT A PARTY WITH ALEX NICHOLS
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594
mail,Just seeing your missed call my dear brother. Do have a gr8 day.
mail,Ok.. �� finishing soon?
mail,"Sorry, I can't help you on this."
mail,"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-("
mail,I love your ass! Do you enjoy doggy style? :)
mail,I think asking for a gym is the excuse for lazy people. I jog.
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
spam,Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or �5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm
mail,No. On the way home. So if not for the long dry spell the season would have been over
mail,I gotta collect da car at 6 lei.
mail,Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.
mail,Probably earlier than that if the station's where I think it is
spam,CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+
mail,Good Morning plz call me sir
spam,"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)"
mail,"Uh, heads up we don't have THAT much left"
mail,I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.
mail,"Aight, sounds good. When do you want me to come down?"
mail,Wat would u like 4 ur birthday?
mail,I love working from home :)
mail,And miss vday the parachute and double coins??? U must not know me very well...
mail,"Sorry, I'll call later"
mail,My sister got placed in birla soft da:-)
spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
mail,Wah... Okie okie... Muz make use of e unlimited... Haha...
mail,"There're some people by mu, I'm at the table by lambda"
mail,And stop being an old man. You get to build snowman snow angels and snowball fights.
mail,ELLO BABE U OK?
mail,Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u
mail,Then u going ikea str aft dat?
mail,Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer
mail,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.
mail,For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.
mail,You want to go?
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl
mail,Its not that time of the month nor mid of the time?
mail,Fffff. Can you text kadeem or are you too far gone
mail,We not leaving yet. Ok lor then we go elsewhere n eat. U thk...
mail,Is fujitsu s series lifebook good?
mail,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.
mail,Dont know you bring some food
mail,No current and food here. I am alone also
mail,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...
mail,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?
mail,Ok
mail,We don call like  &lt;#&gt;  times oh. No give us hypertension oh.
mail,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!"
mail,Omg it could snow here tonite!
spam,Call from 08702490080 - tells u 2 call 09066358152 to claim �5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or �250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.
mail,Carry on not disturbing both of you
mail,What pa tell me.. I went to bath:-)
mail,Jus finished avatar nigro
mail,R u over scratching it?
mail,Hope you are having a great day.
mail,Did either of you have any idea's? Do you know of anyplaces doing something?
mail,My planning usually stops at \find hella weed
mail,The fact that you're cleaning shows you know why i'm upset. Your priority is constantly \what i want to do
mail,Excellent! Are you ready to moan and scream in ecstasy?
spam,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A�1.50 minAPN LS278BB
mail,Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex
spam,"WELL DONE! Your 4* Costa Del Sol Holiday or �5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost�1.50/pm, Max10mins"
mail,K...k:)why cant you come here and search job:)
mail,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(
mail,"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu"
mail,Can �_ call me at 10:10 to make sure dat i've woken up...
mail,Hey we can go jazz power yoga hip hop kb and yogasana
mail,The battery is for mr adewale my uncle. Aka Egbon
mail,I cant pick the phone right now. Pls send a message
mail,Wait 2 min..stand at bus stop
mail,Oh ic. I thought you meant mary jane.
mail,Haha... Really oh no... How? Then will they deduct your lesson tmr?
mail,Nah im goin 2 the wrks with j wot bout u?
mail,Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................
mail,Good night. Am going to sleep.
mail,"Aight I'll grab something to eat too, text me when you're back at mu"
mail,K...k:)why cant you come here and search job:)
mail,Take something for pain. If it moves however to any side in the next 6hrs see a doctor.
mail,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite"
mail,Howz that persons story
spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18
mail,LOL that would be awesome payback.
spam,it to 80488. Your 500 free text messages are valid until 31 December 2005.
